role,experience_years,education,num_projects,certifications,location_tier,company_type,skills,salary_lpa
Full Stack Developer,0.0,Masters,4,2,Tier-1,Product-based,css|node.js|react|rest api|sql,11.85
AI Engineer,4.1,Bachelors,2,0,Tier-1,Enterprise,computer vision|kubernetes|machine learning|nlp|python|pytorch|system design|tensorflow,23.43
Cloud Engineer,1.4,Bachelors,8,1,Tier-2,Startup,aws|azure|ci/cd|docker|gcp|kubernetes|linux,10.91
Frontend Developer,2.3,Bachelors,5,0,Tier-1,Product-based,css|figma|git|html|javascript|node.js|react|typescript,12.31
Business Analyst,1.5,Bachelors,7,2,Tier-1,Product-based,agile|data visualization|excel|power bi|requirements gathering|statistics,11.88
Data Analyst,5.1,Bachelors,7,2,Tier-1,Product-based,data visualization|matplotlib|numpy|pandas|power bi|sql|statistics|tableau,15.81
Frontend Developer,3.3,Bachelors,4,0,Tier-2,Startup,css|git|typescript,9.5
Cloud Engineer,5.9,PhD,2,2,Tier-1,Service-based,ci/cd|docker|kubernetes|linux|system design|terraform,20.73
Business Analyst,4.7,Masters,5,2,Tier-1,Service-based,excel|jira|python|requirements gathering|sql|stakeholder management|statistics,13.03
UI/UX Designer,2.9,Bachelors,2,0,Tier-2,Product-based,agile|css|figma|html|prototyping|ui/ux design|wireframing,11.18
Cybersecurity Analyst,3.7,Bachelors,2,2,Tier-1,Product-based,linux|network security|penetration testing|python|risk assessment,15.05
Data Scientist,1.8,Masters,3,1,Tier-1,Enterprise,data visualization|machine learning|numpy|pandas|python|scikit-learn|statistics,13.46
DevOps Engineer,3.4,Bachelors,3,2,Tier-2,Enterprise,aws|ci/cd|docker|kubernetes|linux|terraform,15.22
Product Manager,3.1,Bachelors,4,1,Tier-2,Product-based,jira|product management|requirements gathering|stakeholder management,23.93
AI Engineer,4.7,Bachelors,2,2,Tier-2,Enterprise,computer vision|deep learning|machine learning|python|pytorch|system design,20.59
Cloud Engineer,2.9,Bachelors,5,0,Tier-2,Product-based,aws|azure|docker|gcp|kubernetes|linux|terraform,14.53
Cloud Engineer,5.2,Masters,4,1,Tier-2,Service-based,aws|azure|ci/cd|docker|gcp|kubernetes|terraform,14.69
AI Engineer,0.1,Bachelors,2,0,Tier-1,Service-based,deep learning|machine learning|nlp|python|pytorch,8.77
Cybersecurity Analyst,4.1,Bachelors,2,0,Tier-2,Product-based,azure|network security|penetration testing|risk assessment,14.43
Cloud Engineer,8.4,Masters,4,1,Tier-3,Startup,aws|azure|ci/cd|docker|gcp|python|system design|terraform,16.57
UI/UX Designer,0.6,Bachelors,6,1,Tier-1,Service-based,figma|prototyping|ui/ux design|user research|wireframing,7.41
Full Stack Developer,4.0,Masters,5,1,Tier-1,Startup,css|mongodb|node.js|python|react|rest api|sql|typescript,15.56
Cybersecurity Analyst,5.3,Bachelors,5,0,Tier-1,Enterprise,azure|network security|penetration testing|siem,16.44
Backend Developer,3.9,Bachelors,3,1,Tier-1,Startup,docker|fastapi|java|node.js|postgresql|python|rest api|system design,11.29
Machine Learning Engineer,11.8,Masters,4,0,Tier-2,Service-based,aws|deep learning|keras|python|pytorch|scikit-learn|sql|tensorflow,29.83
Backend Developer,2.2,Bachelors,3,0,Tier-3,Service-based,flask|java|python|rest api|spring boot|sql|system design,7.28
Cloud Engineer,12.9,Bachelors,3,2,Tier-3,Startup,aws|azure|ci/cd|docker|gcp|kubernetes|terraform,23.45
AI Engineer,0.8,Bachelors,3,1,Tier-1,Service-based,computer vision|deep learning|machine learning|nlp|python|pytorch|tensorflow,10.15
Machine Learning Engineer,8.6,PhD,5,1,Tier-2,Startup,airflow|deep learning|docker|python|scikit-learn|tensorflow,27.12
Backend Developer,2.7,Masters,4,1,Tier-3,Enterprise,flask|java|mongodb|node.js|postgresql|python|rest api|spring boot|sql|system design,11.69
Business Analyst,0.1,Bachelors,3,1,Tier-2,Product-based,data visualization|excel|jira|power bi|python|requirements gathering|sql,7.15
UI/UX Designer,1.8,Masters,3,1,Tier-2,Product-based,a/b testing|css|figma|prototyping|user research,10.0
Business Analyst,0.2,Masters,2,2,Tier-3,Startup,jira|power bi|requirements gathering|sql|stakeholder management|statistics,5.83
Machine Learning Engineer,4.4,Bachelors,4,4,Tier-3,Service-based,aws|deep learning|docker|kubernetes|machine learning|python|pytorch|scikit-learn,13.37
Cybersecurity Analyst,0.9,Masters,5,0,Tier-2,Service-based,aws|azure|ci/cd|network security|penetration testing|risk assessment|siem,7.82
Cybersecurity Analyst,4.3,Masters,5,0,Tier-1,Startup,aws|ci/cd|linux|network security|penetration testing|risk assessment|siem,17.74
AI Engineer,0.6,Bachelors,2,3,Tier-2,Service-based,computer vision|deep learning|docker|nlp|python,10.57
Cloud Engineer,1.3,Bachelors,8,1,Tier-2,Startup,aws|azure|ci/cd|docker|gcp|kubernetes|system design|terraform,10.32
Full Stack Developer,3.9,Bachelors,2,1,Tier-2,Startup,css|html|javascript|node.js|python|react|sql|typescript,12.7
AI Engineer,7.4,Masters,2,0,Tier-1,Service-based,computer vision|deep learning|machine learning|nlp|python|pytorch|system design,25.94
Business Analyst,9.8,Bachelors,3,0,Tier-1,Startup,agile|data visualization|excel|requirements gathering|sql,18.27
Software Engineer,0.4,Masters,4,0,Tier-1,Startup,algorithms|data structures|git|oop|python,9.96
Business Analyst,3.0,PhD,4,2,Tier-1,Product-based,excel|jira|power bi|python|stakeholder management,15.2
Full Stack Developer,2.6,Masters,3,0,Tier-1,Startup,css|flask|html|javascript|mongodb|node.js|python|react|rest api|sql,15.17
Data Scientist,0.1,Bachelors,2,2,Tier-2,Product-based,machine learning|pandas|scikit-learn|statistics,9.07
Cybersecurity Analyst,0.1,Masters,4,1,Tier-1,Service-based,aws|ci/cd|linux|network security|penetration testing|python|risk assessment|siem,8.36
Cloud Engineer,4.6,Masters,4,1,Tier-2,Startup,aws|azure|ci/cd|docker|gcp|kubernetes|linux|python|system design|terraform,17.85
Backend Developer,0.0,Bachelors,2,0,Tier-2,Startup,java|postgresql|python|rest api|sql|system design,7.25
Cybersecurity Analyst,2.6,Bachelors,5,2,Tier-3,Product-based,azure|network security|penetration testing|python|siem,11.66
Machine Learning Engineer,2.2,Masters,1,0,Tier-1,Product-based,airflow|deep learning|keras|python|pytorch|scikit-learn|sql|tensorflow,17.48
Data Scientist,1.0,Bachelors,2,1,Tier-1,Product-based,data visualization|pandas|python|r|scikit-learn|seaborn|sql,13.46
Full Stack Developer,15.0,Bachelors,3,1,Tier-2,Service-based,css|docker|flask|html|javascript|node.js|rest api|sql|typescript,21.81
DevOps Engineer,0.3,Bachelors,3,1,Tier-1,Enterprise,azure|docker|gcp|kubernetes|linux|python|terraform,10.35
Product Manager,0.7,Bachelors,4,0,Tier-2,Startup,a/b testing|agile|data visualization|jira|product management|requirements gathering|sql|stakeholder management|wireframing,12.69
DevOps Engineer,0.2,Masters,2,1,Tier-2,Product-based,aws|ci/cd|jenkins|kubernetes|terraform,10.57
DevOps Engineer,6.2,Bachelors,5,0,Tier-3,Startup,aws|ci/cd|docker|kubernetes|python|system design|terraform,16.44
Cloud Engineer,5.8,Masters,6,1,Tier-1,Enterprise,aws|azure|ci/cd|gcp|jenkins|kubernetes|python|terraform,23.0
AI Engineer,1.0,Bachelors,4,0,Tier-2,Service-based,aws|machine learning|nlp|pytorch|scikit-learn|tensorflow,9.45
Cybersecurity Analyst,4.7,Bachelors,7,0,Tier-1,Startup,azure|linux|network security|penetration testing|risk assessment,15.91
Cybersecurity Analyst,2.0,Masters,4,0,Tier-3,Service-based,aws|ci/cd|linux|network security|penetration testing|python|siem,8.2
Product Manager,5.6,Bachelors,2,1,Tier-1,Service-based,a/b testing|agile|data visualization|jira|product management|requirements gathering|stakeholder management,20.36
Full Stack Developer,3.6,Bachelors,4,1,Tier-2,Startup,css|javascript|node.js|python|react|sql,11.7
UI/UX Designer,6.1,Bachelors,5,0,Tier-3,Startup,prototyping|ui/ux design|user research|wireframing,10.46
AI Engineer,0.8,Bachelors,6,0,Tier-1,Product-based,computer vision|deep learning|docker|kubernetes|machine learning|python|pytorch|scikit-learn,13.78
Business Analyst,4.4,Bachelors,3,0,Tier-2,Product-based,data visualization|excel|power bi|requirements gathering|sql|stakeholder management,12.16
UI/UX Designer,4.6,Bachelors,2,1,Tier-2,Startup,a/b testing|agile|css|figma|prototyping|ui/ux design|user research|wireframing,11.3
Cloud Engineer,0.6,Masters,3,1,Tier-2,Service-based,aws|azure|ci/cd|docker|gcp|jenkins|kubernetes|linux,9.04
Business Analyst,2.2,PhD,3,2,Tier-1,Service-based,agile|data visualization|excel|python|stakeholder management|statistics,12.23
Data Analyst,0.1,Bachelors,3,1,Tier-1,Enterprise,data visualization|excel|matplotlib|power bi|python|sql|statistics|tableau,6.55
Software Engineer,0.9,Bachelors,5,3,Tier-3,Product-based,algorithms|c++|data structures|git|java|linux|oop,8.9
Backend Developer,4.5,Bachelors,4,0,Tier-1,Service-based,node.js|python|rest api|sql,12.66
Software Engineer,6.5,Masters,6,0,Tier-3,Service-based,c++|data structures|git|system design,13.13
Business Analyst,1.2,Bachelors,5,0,Tier-1,Product-based,data visualization|excel|power bi|requirements gathering|stakeholder management|statistics,9.33
Data Scientist,1.2,Bachelors,4,1,Tier-2,Product-based,deep learning|numpy|power bi|python|r|scikit-learn|sql|statistics,10.66
Backend Developer,0.8,Bachelors,2,2,Tier-2,Product-based,java|node.js|postgresql|python|rest api|sql|system design,8.94
UI/UX Designer,0.6,Bachelors,2,0,Tier-2,Startup,agile|css|figma|html|prototyping|ui/ux design|user research|wireframing,5.85
Machine Learning Engineer,0.5,Bachelors,2,3,Tier-1,Startup,deep learning|machine learning|pytorch|scikit-learn,12.64
DevOps Engineer,6.8,Masters,7,0,Tier-1,Startup,aws|azure|ci/cd|docker|gcp|jenkins|kubernetes|linux|system design|terraform,28.51
Business Analyst,3.1,Masters,3,0,Tier-3,Service-based,agile|data visualization|excel|power bi|python|sql|stakeholder management|statistics,6.96
Full Stack Developer,2.1,Masters,2,1,Tier-2,Product-based,css|django|html|javascript|node.js|react|rest api|sql,12.62
Business Analyst,1.0,Bachelors,7,2,Tier-1,Product-based,agile|data visualization|excel|power bi|requirements gathering|sql|statistics,10.55
Business Analyst,1.6,Bachelors,5,1,Tier-2,Service-based,data visualization|excel|power bi|requirements gathering|sql|stakeholder management,7.04
Backend Developer,1.1,Masters,4,2,Tier-1,Product-based,postgresql|python|system design,15.25
Cybersecurity Analyst,0.5,Masters,6,4,Tier-1,Startup,azure|ci/cd|linux|network security|penetration testing|risk assessment,13.06
Full Stack Developer,0.8,Bachelors,6,0,Tier-2,Service-based,css|javascript|react,7.31
Machine Learning Engineer,2.5,Bachelors,3,3,Tier-2,Startup,deep learning|docker|python|pytorch|scikit-learn,14.79
Backend Developer,1.3,Masters,4,3,Tier-2,Product-based,postgresql|python|system design,13.37
Product Manager,9.6,Bachelors,4,0,Tier-1,Service-based,a/b testing|agile|product management|requirements gathering|sql|stakeholder management|wireframing,30.72
AI Engineer,3.6,Masters,5,1,Tier-2,Enterprise,computer vision|deep learning|nlp|python|pytorch|scikit-learn|tensorflow,16.82
UI/UX Designer,3.5,Bachelors,3,1,Tier-2,Startup,figma|html|prototyping|user research,10.41
Data Scientist,8.6,Bachelors,3,1,Tier-1,Product-based,machine learning|power bi|python|scikit-learn|statistics,33.68
Product Manager,0.0,Bachelors,4,0,Tier-3,Service-based,data visualization|product management|requirements gathering|stakeholder management|wireframing,6.73
DevOps Engineer,4.8,PhD,4,0,Tier-1,Product-based,aws|ci/cd|docker|gcp|jenkins|kubernetes|terraform,25.05
Business Analyst,0.7,Bachelors,10,1,Tier-1,Startup,agile|excel|power bi|python|requirements gathering|sql,9.55
Frontend Developer,5.8,Bachelors,2,2,Tier-1,Service-based,agile|css|figma|git|html|javascript|react|rest api|typescript,12.69
Data Analyst,0.1,Masters,6,0,Tier-1,Enterprise,data visualization|pandas|python|r|requirements gathering|sql|statistics,10.14
Data Analyst,1.1,Bachelors,4,1,Tier-2,Enterprise,power bi|python|requirements gathering|tableau,6.69
Business Analyst,0.9,Bachelors,4,0,Tier-3,Product-based,data visualization|excel|requirements gathering|statistics,5.6
Cybersecurity Analyst,2.9,Masters,2,1,Tier-1,Product-based,azure|ci/cd|linux|network security|penetration testing|risk assessment|siem,17.83
AI Engineer,4.9,Bachelors,4,0,Tier-2,Service-based,deep learning|docker|machine learning|python|pytorch|tensorflow,17.94
DevOps Engineer,7.2,Bachelors,5,0,Tier-2,Product-based,aws|ci/cd|docker|gcp|jenkins|kubernetes|system design|terraform,24.06
Software Engineer,7.5,Bachelors,3,0,Tier-1,Service-based,agile|algorithms|c++|data structures|git|java|oop|python|sql,18.35
Business Analyst,0.1,Bachelors,2,0,Tier-2,Service-based,agile|data visualization|excel|power bi|requirements gathering|statistics,5.57
UI/UX Designer,0.8,Bachelors,1,3,Tier-1,Enterprise,figma|prototyping|ui/ux design,9.63
Data Scientist,2.2,Bachelors,9,0,Tier-1,Service-based,machine learning|pandas|power bi|scikit-learn|sql|statistics,11.82
Software Engineer,1.4,Bachelors,5,2,Tier-3,Startup,agile|c++|data structures|git|java|linux|oop|rest api|system design,8.12
Data Scientist,0.1,Bachelors,9,0,Tier-1,Product-based,data visualization|machine learning|matplotlib|numpy|python|sql|statistics,11.79
Full Stack Developer,4.4,Masters,5,1,Tier-1,Service-based,html|javascript|rest api|sql,17.21
Business Analyst,0.3,Masters,1,0,Tier-3,Service-based,agile|data visualization|excel|power bi|requirements gathering,5.23
Software Engineer,3.0,Bachelors,3,2,Tier-1,Service-based,agile|algorithms|data structures|git|java|linux|oop|rest api|system design,11.61
DevOps Engineer,3.7,Bachelors,4,0,Tier-3,Service-based,aws|ci/cd|docker|gcp|jenkins|python|system design|terraform,9.52
Machine Learning Engineer,2.1,Bachelors,2,1,Tier-1,Service-based,deep learning|docker|python|pytorch|scikit-learn|tensorflow,12.91
Data Scientist,7.9,Bachelors,4,1,Tier-1,Service-based,excel|machine learning|matplotlib|numpy|pandas|python|scikit-learn|seaborn|sql|statistics,22.02
Data Scientist,3.5,Bachelors,2,2,Tier-1,Enterprise,deep learning|machine learning|numpy|pandas|scikit-learn|seaborn|sql|statistics,15.53
Machine Learning Engineer,0.3,Bachelors,6,2,Tier-1,Product-based,airflow|docker|keras|machine learning|pytorch|scikit-learn|system design|tensorflow,15.3
Software Engineer,1.2,Bachelors,6,2,Tier-1,Startup,algorithms|c++|data structures|oop|system design,10.23
Data Scientist,1.5,Masters,3,2,Tier-1,Enterprise,deep learning|machine learning|numpy|pandas|power bi|python|scikit-learn|sql,14.41
AI Engineer,1.6,Bachelors,4,0,Tier-2,Service-based,computer vision|deep learning|docker|kubernetes|machine learning|nlp|python|pytorch|tensorflow,8.58
Cloud Engineer,5.0,Masters,4,4,Tier-2,Product-based,aws|azure|docker|gcp|jenkins|kubernetes|linux|python|terraform,18.28
Cybersecurity Analyst,1.9,Bachelors,6,2,Tier-1,Enterprise,aws|ci/cd|linux|penetration testing|siem,12.68
Data Scientist,3.1,Masters,4,1,Tier-3,Product-based,data visualization|numpy|python|scikit-learn|sql|statistics,11.54
Software Engineer,0.5,Masters,3,0,Tier-2,Startup,algorithms|c++|data structures|git|java|oop|system design,8.41
Cybersecurity Analyst,1.4,Bachelors,4,0,Tier-2,Service-based,azure|ci/cd|linux|penetration testing|python|risk assessment|siem,7.86
DevOps Engineer,0.8,Masters,2,2,Tier-1,Startup,aws|jenkins|kubernetes|terraform,11.85
Cloud Engineer,2.3,Bachelors,5,3,Tier-1,Service-based,aws|azure|docker|gcp|jenkins|kubernetes|linux,13.96
Business Analyst,8.8,Bachelors,2,2,Tier-2,Service-based,data visualization|jira|power bi|sql,10.29
Data Scientist,4.7,Bachelors,4,4,Tier-1,Product-based,data visualization|machine learning|numpy|pandas|python|scikit-learn|sql|statistics,24.85
DevOps Engineer,0.0,Masters,2,2,Tier-1,Service-based,aws|ci/cd|docker|jenkins|linux|python,10.39
Cloud Engineer,1.0,PhD,9,0,Tier-1,Service-based,aws|azure|ci/cd|docker|kubernetes|python|system design,11.94
Full Stack Developer,0.6,Bachelors,3,0,Tier-3,Enterprise,html|javascript|react|rest api|sql,6.93
Data Analyst,0.6,Masters,5,0,Tier-3,Enterprise,data visualization|excel|matplotlib|python|r|sql|tableau,6.82
Backend Developer,2.0,Masters,4,0,Tier-1,Service-based,fastapi|flask|python|rest api|sql|system design,11.03
UI/UX Designer,3.1,Masters,3,3,Tier-1,Enterprise,a/b testing|agile|figma|html|prototyping|ui/ux design|wireframing,14.33
AI Engineer,7.2,Bachelors,4,0,Tier-1,Product-based,computer vision|deep learning|docker|machine learning|nlp|python|scikit-learn|tensorflow,28.05
Full Stack Developer,9.0,Masters,3,0,Tier-1,Service-based,css|html|javascript|node.js|react|rest api,18.88
AI Engineer,13.7,Masters,4,0,Tier-1,Enterprise,computer vision|deep learning|machine learning|nlp|python|pytorch|tensorflow,48.78
Business Analyst,0.5,Bachelors,4,1,Tier-2,Enterprise,data visualization|excel|power bi|requirements gathering|sql|stakeholder management|statistics,6.13
DevOps Engineer,1.9,Masters,5,1,Tier-2,Startup,aws|azure|ci/cd|docker|gcp|jenkins|kubernetes|linux|terraform,13.84
Cybersecurity Analyst,3.2,Bachelors,4,5,Tier-1,Product-based,azure|ci/cd|linux|network security|python|risk assessment|siem,16.04
Backend Developer,0.9,Bachelors,6,2,Tier-1,Startup,java|postgresql|python|redis|rest api|system design,10.55
Cloud Engineer,7.3,Bachelors,2,0,Tier-2,Product-based,aws|azure|ci/cd|gcp|jenkins|kubernetes|linux|terraform,20.98
Cloud Engineer,1.5,Masters,6,0,Tier-3,Service-based,aws|azure|docker|linux|python,8.63
UI/UX Designer,2.1,Bachelors,7,3,Tier-1,Enterprise,figma|prototyping|ui/ux design|wireframing,10.57
Business Analyst,5.3,Bachelors,4,1,Tier-2,Service-based,data visualization|excel|power bi|python|requirements gathering|sql|stakeholder management,11.1
Frontend Developer,2.8,Masters,3,0,Tier-3,Service-based,css|git|html|javascript|node.js|react,7.91
Backend Developer,0.7,Bachelors,3,0,Tier-3,Service-based,node.js|postgresql|rest api|sql|system design,5.64
Data Analyst,0.1,Bachelors,4,0,Tier-2,Product-based,data visualization|power bi|r|requirements gathering|sql|tableau,7.02
Business Analyst,1.7,Bachelors,4,2,Tier-1,Enterprise,data visualization|excel|power bi|python,8.81
Frontend Developer,0.2,Masters,6,2,Tier-2,Product-based,agile|figma|git|html|javascript|react|rest api,9.38
Full Stack Developer,3.0,Bachelors,4,0,Tier-1,Product-based,css|django|javascript|python|react|rest api|sql|typescript,15.01
Data Analyst,0.7,Bachelors,2,0,Tier-1,Service-based,data visualization|excel|power bi|python|sql|statistics|tableau,5.92
Business Analyst,4.7,Masters,5,2,Tier-2,Service-based,data visualization|excel|power bi|python|requirements gathering|sql,10.19
AI Engineer,0.9,Bachelors,6,1,Tier-1,Enterprise,computer vision|deep learning|machine learning|nlp|pytorch|tensorflow,15.55
Data Analyst,10.8,Bachelors,3,0,Tier-1,Service-based,excel|python|sql|statistics|tableau,14.55
Data Scientist,3.1,Bachelors,2,3,Tier-1,Product-based,data visualization|machine learning|matplotlib|numpy|pandas|power bi|r|scikit-learn|sql|statistics,18.87
DevOps Engineer,2.9,Masters,5,0,Tier-2,Startup,aws|jenkins|kubernetes|linux|python,12.5
Software Engineer,11.6,Masters,2,2,Tier-2,Startup,algorithms|data structures|git|oop|system design,24.03
Frontend Developer,2.2,Bachelors,5,4,Tier-1,Service-based,agile|css|git|html|javascript|node.js|react|rest api,11.04
DevOps Engineer,6.8,Bachelors,2,4,Tier-1,Product-based,aws|docker|jenkins|kubernetes|linux|python|system design,28.43
Data Scientist,2.6,Masters,6,1,Tier-1,Enterprise,data visualization|excel|machine learning|pandas|python|scikit-learn|sql|statistics,18.01
DevOps Engineer,3.9,PhD,4,2,Tier-1,Product-based,aws|ci/cd|gcp|jenkins|kubernetes|python|terraform,25.56
AI Engineer,2.1,Bachelors,6,2,Tier-2,Service-based,deep learning|kubernetes|python|pytorch|tensorflow,14.46
Cloud Engineer,0.2,Bachelors,2,1,Tier-3,Product-based,aws|azure|ci/cd|docker|gcp|jenkins|kubernetes|terraform,7.34
Cybersecurity Analyst,0.7,Bachelors,4,1,Tier-2,Product-based,network security|risk assessment|siem,8.38
Software Engineer,2.7,Bachelors,3,1,Tier-3,Startup,algorithms|data structures|git|java|oop|system design,9.0
Cloud Engineer,8.8,Bachelors,2,0,Tier-1,Service-based,aws|azure|ci/cd|docker|kubernetes|terraform,21.93
Product Manager,0.0,Masters,6,1,Tier-1,Product-based,agile|data visualization|jira|product management|requirements gathering|stakeholder management|user research|wireframing,17.29
Product Manager,1.7,Bachelors,3,0,Tier-2,Startup,a/b testing|agile|data visualization|jira|product management|requirements gathering|wireframing,15.68
Machine Learning Engineer,4.0,Masters,4,1,Tier-2,Service-based,deep learning|docker|keras|python|scikit-learn|sql|tensorflow,15.92
Software Engineer,3.4,Bachelors,4,1,Tier-1,Startup,algorithms|c++|git|java|oop|sql|system design,12.75
Data Scientist,2.5,Bachelors,3,0,Tier-2,Startup,data visualization|deep learning|matplotlib|numpy|pandas|python|statistics|tensorflow,12.23
AI Engineer,0.3,Masters,2,1,Tier-1,Startup,computer vision|deep learning|machine learning|nlp|python|pytorch,13.0
Data Scientist,0.2,Bachelors,4,1,Tier-1,Product-based,machine learning|pandas|python|r|scikit-learn|seaborn|sql|statistics,11.75
Software Engineer,1.9,Masters,4,2,Tier-3,Product-based,algorithms|c++|git|oop|system design,10.9
Business Analyst,1.1,Bachelors,5,1,Tier-1,Service-based,data visualization|excel|power bi|requirements gathering|statistics,7.8
Cloud Engineer,9.7,Bachelors,5,1,Tier-1,Startup,aws|azure|gcp|kubernetes|linux,27.55
Frontend Developer,0.7,Masters,4,1,Tier-2,Service-based,css|git|html|react|rest api|typescript,6.68
Business Analyst,0.6,Bachelors,2,1,Tier-1,Product-based,data visualization|excel|power bi|sql,7.99
Frontend Developer,7.7,Masters,5,2,Tier-1,Service-based,agile|css|git|javascript|typescript,19.7
Cloud Engineer,0.8,Masters,3,1,Tier-3,Enterprise,ci/cd|docker|gcp|jenkins|linux|python|terraform,9.43
Frontend Developer,3.2,Bachelors,4,1,Tier-2,Service-based,css|git|html|javascript|react|typescript,10.59
Data Scientist,2.2,Masters,6,1,Tier-2,Enterprise,data visualization|machine learning|numpy|pandas|python|scikit-learn|sql|statistics|tensorflow,12.29
Software Engineer,1.9,Bachelors,4,0,Tier-1,Service-based,c++|data structures|git|system design,9.52
Data Analyst,1.9,Masters,3,2,Tier-3,Service-based,data visualization|numpy|power bi|python|sql|statistics|tableau,6.49
DevOps Engineer,4.6,Masters,3,0,Tier-1,Startup,aws|ci/cd|docker|jenkins|kubernetes|linux,17.57
Backend Developer,7.6,Bachelors,4,1,Tier-1,Product-based,django|docker|postgresql|rest api|spring boot|system design,22.71
Machine Learning Engineer,5.5,Masters,3,0,Tier-1,Enterprise,python|pytorch|sql|tensorflow,25.19
Data Scientist,0.2,Bachelors,2,1,Tier-1,Product-based,data visualization|deep learning|machine learning|matplotlib|numpy|pandas|scikit-learn|seaborn|sql,9.71
Cybersecurity Analyst,0.6,Bachelors,2,2,Tier-1,Enterprise,ci/cd|linux|network security|python|siem,9.71
Full Stack Developer,3.8,PhD,3,2,Tier-1,Startup,docker|flask|html|javascript|node.js|react|rest api|sql,17.28
Machine Learning Engineer,7.3,Bachelors,8,1,Tier-1,Service-based,airflow|deep learning|docker|keras|python|pytorch|scikit-learn|system design|tensorflow,23.07
Frontend Developer,7.6,Masters,5,1,Tier-2,Startup,css|git|javascript|typescript,20.31
AI Engineer,1.1,Masters,5,1,Tier-1,Enterprise,computer vision|deep learning|machine learning|nlp|pytorch|scikit-learn|tensorflow,17.67
Software Engineer,6.1,Masters,2,0,Tier-1,Startup,c++|data structures|oop,16.25
Machine Learning Engineer,1.1,Bachelors,4,0,Tier-2,Product-based,airflow|deep learning|docker|scikit-learn|tensorflow,13.54
UI/UX Designer,0.7,Masters,4,1,Tier-2,Product-based,a/b testing|css|figma|prototyping|ui/ux design|user research,9.24
Software Engineer,3.2,Bachelors,4,1,Tier-1,Startup,algorithms|c++|data structures|oop|system design,13.34
AI Engineer,3.4,Bachelors,4,0,Tier-1,Service-based,computer vision|deep learning|kubernetes|nlp|python|pytorch|system design|tensorflow,17.36
Business Analyst,0.6,Masters,5,1,Tier-2,Enterprise,agile|data visualization|excel|jira|power bi|sql|stakeholder management|statistics,8.77
Backend Developer,0.1,Bachelors,1,1,Tier-2,Product-based,java|node.js|postgresql|python|rest api|sql,8.26
Cybersecurity Analyst,0.4,Bachelors,3,0,Tier-2,Service-based,aws|azure|ci/cd|linux|network security|penetration testing|siem,6.44
Backend Developer,5.4,Masters,3,1,Tier-2,Enterprise,flask|java|mongodb|node.js|postgresql|python|redis|rest api|sql|system design,15.13
Software Engineer,5.1,Bachelors,2,1,Tier-1,Product-based,agile|algorithms|c++|data structures|git|java|oop|system design,17.76
Full Stack Developer,0.2,Masters,7,3,Tier-1,Startup,css|flask|html|javascript|node.js,11.72
AI Engineer,3.6,Masters,1,0,Tier-1,Product-based,deep learning|machine learning|nlp|python|tensorflow,23.34
Cloud Engineer,2.5,Bachelors,3,2,Tier-2,Service-based,aws|azure|ci/cd|docker|gcp|jenkins|linux|python,9.91
Cybersecurity Analyst,3.8,Masters,4,2,Tier-3,Startup,linux|network security|risk assessment|siem,11.14
Cybersecurity Analyst,3.7,Masters,5,0,Tier-2,Product-based,aws|azure|linux|network security|penetration testing|risk assessment|siem,13.01
AI Engineer,1.9,Bachelors,5,0,Tier-2,Product-based,aws|deep learning|machine learning|nlp|pytorch|system design,15.7
Product Manager,7.2,Bachelors,5,0,Tier-1,Service-based,a/b testing|data visualization|product management|sql|stakeholder management|wireframing,28.24
Cybersecurity Analyst,3.9,Bachelors,4,0,Tier-2,Product-based,azure|ci/cd|penetration testing|python|risk assessment|siem,15.15
DevOps Engineer,0.8,Bachelors,5,1,Tier-1,Startup,aws|ci/cd|jenkins|kubernetes|linux|python|system design|terraform,11.12
Machine Learning Engineer,13.2,Bachelors,4,3,Tier-2,Service-based,airflow|docker|keras|kubernetes|machine learning|python|pytorch|scikit-learn,26.15
Full Stack Developer,6.5,Bachelors,6,1,Tier-1,Service-based,css|django|javascript|node.js|react|sql,18.2
Data Scientist,4.0,Bachelors,4,1,Tier-2,Service-based,data visualization|deep learning|machine learning|matplotlib|pandas|python|scikit-learn|sql|statistics|tensorflow,11.85
Data Analyst,1.4,PhD,5,0,Tier-2,Service-based,data visualization|excel|power bi|sql|statistics|tableau,8.84
UI/UX Designer,7.1,Bachelors,3,0,Tier-1,Product-based,prototyping|ui/ux design|user research,16.42
Cybersecurity Analyst,2.8,Masters,2,0,Tier-2,Service-based,linux|network security|penetration testing|risk assessment|siem,9.81
Business Analyst,8.8,Bachelors,3,2,Tier-1,Enterprise,agile|data visualization|jira|requirements gathering|sql|stakeholder management|statistics,17.9
Cloud Engineer,0.8,Bachelors,4,0,Tier-1,Enterprise,aws|azure|gcp|linux|terraform,9.39
Frontend Developer,1.1,Bachelors,4,2,Tier-2,Service-based,css|git|html|react|typescript,7.27
Business Analyst,0.7,Masters,3,1,Tier-2,Enterprise,data visualization|excel|sql|stakeholder management,6.69
Cybersecurity Analyst,3.7,Masters,3,1,Tier-3,Service-based,network security|penetration testing|siem,10.03
AI Engineer,11.0,Bachelors,4,1,Tier-3,Service-based,aws|computer vision|machine learning|nlp|python|pytorch|tensorflow,22.41
Business Analyst,1.1,Masters,3,2,Tier-3,Startup,agile|excel|jira|power bi|requirements gathering|sql|stakeholder management|statistics,7.69
